"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18"
"GB_GCA_002839355.1",-0.175220961020381,-0.401753254278443,-0.391140432688046,0.280670477699849,-0.011834251883434,-0.523124777674716,-0.0618356546380789,0.222294679439667,0.18571992116614,-0.153515550373187,0.178562627876663,-0.0799394023509285,-0.713216825214811,-0.334398585940086,-0.269060012646133,-0.0618853264847814,0.297897691716445,-0.0602502560286132
"GB_GCA_017549025.1",-0.46793582073062,-0.333133614872585,-0.0383919988378776,0.133787657243606,0.0645520929950074,-0.131117396305964,0.63559282645758,0.814734646061119,0.209869146586292,-0.297328427586852,-0.0324313408868798,0.198017497814533,0.00611781854200875,-0.0466891356086359,0.0582793531562821,-0.198352064619702,0.26240923752816,-0.0620577131190238
"GB_GCA_001829495.1",-0.227448035388429,-0.389384905193603,0.0259297672847547,0.141166785819627,0.0100102545268874,-0.467985921736833,-0.117154636124376,0.328807308572462,0.260691005709954,-0.280288489370239,0.092229818114367,-0.086307224993334,0.261073635055199,0.48791906618615,-0.215791464111681,-0.0447514822647045,0.3805345900102,-0.0624970186944222
"RS_GCF_000266885.1",-0.0313435886798843,-0.421421386549223,0.527790396926777,0.00877936585370434,0.00130701771251788,-0.533322734807216,-0.00743202566694268,0.271111964375076,0.23082049227489,-0.196209278294908,0.468977112074764,-0.0475455807850002,0.394476479099762,-0.635907917650477,0.0301390695905006,-0.511252312811924,0.0472852592260385,-0.0477408877533984
"RS_GCF_001729245.1",0.71743722550495,-0.601276489409919,0.673425136589353,-0.194242990396748,0.0387258556430925,-0.613668526094313,-0.121043043119209,0.211105818823085,0.593707228416945,0.174751476802692,-0.575391723251322,-0.237345377305739,0.633182158691268,-0.237101408226205,-0.298867848929942,-0.457654660726467,0.0675904104851872,-0.0586269420656562
"RS_GCF_000306675.2",-0.357803922532876,-0.373278541147999,0.358831180039791,0.0264106324524407,0.00211934391960276,-0.55423301899616,-0.0758945960310589,0.252756820127276,0.0946356268878539,-0.49769564439768,0.05390909789552,-0.159227043513568,0.0342881430051688,-0.25147085092112,0.322400718887792,-0.435754114053606,0.143434688473604,-0.0569444959825326
"RS_GCF_000243695.2",-0.357803922532876,-0.373278541147999,0.358831180039791,0.0264106324524407,0.00211934391960276,-0.55423301899616,-0.0758945960310589,0.252756820127276,0.0946356268878539,-0.49769564439768,0.05390909789552,-0.159227043513568,0.0342881430051688,-0.25147085092112,0.322400718887792,-0.435754114053606,0.143434688473604,-0.0569444959825326
"RS_GCF_000244755.1",0.53203629564981,-0.538620628444852,0.236852413861191,-0.173269227568082,0.00115352920730958,-0.485979197853969,-0.0904143411430126,0.241240131086131,0.798777969069135,0.371296927041261,-0.54068246260999,0.13708654273236,0.657845525870135,-0.0446071439744654,-0.591090133329063,-0.2069875882672,0.196891996149786,-0.0599460926679945
"GB_GCA_019694655.1",-0.0420471055332883,-0.45204076615867,0.462502490012916,0.120193022990961,0.0475825809626703,-0.595675249977177,-0.147783338100573,0.298672996309416,0.0556202650577643,-0.476833939608808,0.0575205574730348,-0.460739145031434,0.236410267876332,0.295424801934411,0.0764308202874401,-0.295418554723971,0.251233004345601,-0.0611778680920838
"GB_GCA_011369445.1",0.414057208463233,-0.440738281825854,0.0303924365217382,-0.779772602485127,0.561115569886568,2.19555195169215,-0.130620221378012,-1.32544955159584,-0.0953015251478423,0.0112021560819021,-0.166574307799665,-0.296977616646048,0.173578072536123,0.494812771089202,0.0982316523290109,0.107964658554469,0.629464729499185,-0.0511306958440904
"GB_GCA_007751255.1",-0.155868221216781,-0.395630530251883,-0.0347058845175754,0.410433800749874,0.121723886833025,-0.179724755276291,0.488492694663464,0.798561677791977,0.252416199230291,-0.260582728344645,-0.803596257741656,0.427590753663557,0.212266334671045,-0.307811637127995,-0.0141382643346991,-0.13245599571683,0.287825307770327,-0.0631944499824234
"GB_GCA_016220085.1",0.379831431017846,-0.392848607705438,-0.195648157393827,-0.0564657742139516,-0.526493982821328,2.05331072268938,-1.1366896362122,-0.206461222863335,-2.04806374994887,1.25563373095939,0.00322645102140916,-0.224870222947006,-0.541753352475567,0.367460821952691,-0.219875468154998,-0.0238549151649061,0.292884678430799,0.00202849073836719
"GB_GCA_021776795.1",0.379886015770412,-0.411083781180999,0.699483425090317,-0.254327437704001,-0.315414793622548,-0.00149644011810384,-1.16637025650632,1.44897930268548,-0.047827810363841,-0.0154878890046295,0.487238355599093,-0.330040441869194,0.43653296299946,-0.190183899847461,-0.186628765262242,-0.344063301974472,0.131857529103687,-0.0495148129724532
"GB_GCA_024229395.1",0.519144038383013,-0.416475464861135,0.480383857449676,-1.37059170922129,0.756799633858349,2.03691016716539,-1.26990904152203,0.00421696923201709,-1.08865160704025,0.453025943704264,-0.235199194557404,-0.500124909077503,0.0252709850939764,0.264427206749792,0.393640323222021,-0.150180872035908,0.397617889963644,-0.0364612606675728
"RS_GCF_900232105.1",0.84805375219342,1.09516709295797,-0.420002210476587,-0.359278913513743,1.239150725117,1.62416184814682,-0.125869051618196,-1.07360886484997,0.0258926016150291,1.29589672876697,0.385293703314698,0.10844012123135,0.45952628839056,0.067343555969425,1.16982751862499,0.65772053989386,-1.90450337716407,0.41223913701327
"GB_GCA_024653795.1",0.84805375219342,1.09516709295797,-0.420002210476587,-0.359278913513743,1.239150725117,1.62416184814682,-0.125869051618196,-1.07360886484997,0.0258926016150291,1.29589672876697,0.385293703314698,0.10844012123135,0.45952628839056,0.067343555969425,1.16982751862499,0.65772053989386,-1.90450337716407,0.41223913701327
"GB_GCA_900696655.1",0.607088697213965,1.0829945889726,0.07247215329749,-0.975122965608119,-0.210251550221913,1.58569553683562,0.353794886907321,-1.51685168312462,-1.26887802564782,1.19990518011334,0.0536653312933336,0.291878121485737,0.488348947591635,-0.101061507630421,0.299740927767902,1.14748228056328,-1.78824930496597,0.423676118895383
"GB_GCA_013360945.1",1.07316125075135,1.03430355112001,-0.532514149924248,-0.740031265080099,1.22274672014735,1.57702302801245,-0.0410961794505082,-1.11113129927502,-0.125359930004287,1.08087446895371,0.424988394958755,0.150174989498538,0.549904522183039,-0.0740408973784235,1.30046857740618,1.04004815761356,-1.65748571577469,0.402817139715073
"RS_GCF_003977685.1",0.226152956779545,1.19919264769439,0.0817138966563194,-0.0151689145076001,1.2686044297452,1.61292075040337,-0.286018346601262,-1.05453102400246,-0.809786843095694,0.264190643062295,0.00267803390346864,-0.165030322559133,0.308175560950198,0.701012052252096,0.128044425603763,1.15147158620375,-1.59332219813944,0.398319512379684
"GB_GCA_021413735.1",0.227454894214698,1.11467170999633,0.0958969387006089,-0.408927508548411,0.050365937600718,-0.474127363874949,0.0445864530407411,0.154855023848176,0.66230964723065,-0.0941251134295901,-0.20388849457287,-0.300614351516001,0.110497513736178,0.715520275212555,-0.0505607596602325,1.11014702044911,-1.74173393807249,0.355608463868859
"GB_GCA_009691815.1",-0.422248454716608,-0.34921864265366,-0.0394642273192221,-0.526066495014134,-0.10066917546669,-0.416839892091568,0.0601119623565005,0.193141778925335,0.659061412868189,0.0122031569074099,-0.188197019511972,0.097343925672632,-0.110613451224659,0.054056771418721,0.0195590320595611,-0.337721017741389,0.159827039283186,-0.0637795919241779
"GB_GCA_903871875.1",-0.0883019227848896,1.193433935007,-0.00777437127251594,-0.502709899086932,0.00490270055765045,-0.432685132893931,0.116475195110255,0.108938847666037,0.70132500906074,-0.114986818218462,-0.207499954150385,0.000897750001864098,-0.0916246111349851,0.168624622357024,0.195409138940119,0.969811461119473,-1.84953225394449,0.35984183597841
"GB_GCA_018242525.1",0.106621569108761,1.21684797554468,0.0556694459028352,-0.595998933378862,1.25793007526281,1.95949307449848,0.572106972392057,-0.658353039978787,-0.501253656891211,0.560504055912203,-0.398798503146602,0.00143344939683475,-0.116345216971687,0.279437208545411,0.391495840442616,0.845237027701702,-1.8243567854765,0.393242872615776
"GB_GCA_017795105.1",-0.443767493378942,-0.380491548895131,-0.0386870250320555,0.23945050514194,-1.28640812580179,-0.183260103573548,0.944904018953482,0.507246806763335,-0.632524776891791,0.259430356897035,-0.155779911693977,0.317858460197679,0.107411721576231,0.110921119353483,0.156245949665274,-0.216201253744869,0.137321449286837,-0.0352001443045068
"GB_GCA_016795145.1",0.294402748226978,-0.486663257053181,0.00629816319687961,-0.600080306230697,-0.591906729307404,0.0988000387495883,0.0946067218526284,-0.0263141502802188,1.01743991985036,-0.660466951476504,-0.0963254582271802,-0.314700694751017,0.145464986730798,0.39628763596156,-0.0697541305058744,0.219274068946877,0.593962224421156,-0.0883257990156086
