"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18"
"GB_GCA_017302015.1",0.197411038456269,-0.385676109296812,0.278878604648869,0.430436016348879,1.27950318776287,0.138055218515854,-0.328807055037853,0.113841511649979,0.36599808131837,-0.283114527919823,-0.107227076424312,0.481952226277109,-0.0378422601331091,-0.332366712581632,-0.275459942864973,-0.171141555815448,0.275349168524443,2.12711634733231e-05
"GB_GCA_913030605.1",-0.356578328366209,-0.345149185815603,0.241476331768422,0.337860074705171,-0.152972424721251,0.275698400797689,-0.567595157596752,-0.0656337211384378,-0.849507940272111,-0.174731600273293,0.0971882577752164,0.1767512226465,0.343583976664021,0.0929157227581342,-0.0965804166312988,0.0180707382272511,-0.224438560911802,0.0025441574899958
"RS_GCF_000758165.1",-0.356578328366209,-0.345149185815603,0.241476331768422,0.337860074705171,-0.152972424721251,0.275698400797689,-0.567595157596752,-0.0656337211384378,-0.849507940272111,-0.174731600273293,0.0971882577752164,0.1767512226465,0.343583976664021,0.0929157227581342,-0.0965804166312988,0.0180707382272511,-0.224438560911802,0.0025441574899958
"GB_GCA_024274705.1",-0.372465100789607,-0.33522429393202,0.0929437573398134,-0.0219856887459373,-1.6998378256812,-1.02246771503936,1.35026388101458,0.456118224732972,0.240142306095209,0.0707273989955113,-0.174071995832977,0.305991791132975,0.239766290314214,0.0826975270075395,-0.0908021147348611,0.167082512376672,0.0280738241506732,0.0239002388185568
"GB_GCA_024280415.1",-0.372465100789607,-0.33522429393202,0.0929437573398134,-0.0219856887459373,-1.6998378256812,-1.02246771503936,1.35026388101458,0.456118224732972,0.240142306095209,0.0707273989955113,-0.174071995832977,0.305991791132975,0.239766290314214,0.0826975270075395,-0.0908021147348611,0.167082512376672,0.0280738241506732,0.0239002388185568
"GB_GCA_002069965.1",-0.429596452193058,-0.346963888923751,0.00130284321040923,-0.26015737872172,1.15429307569846,0.191452734943249,-0.180845159035633,-0.127881054607077,0.455240812750436,0.126023737505044,-0.266417148024093,0.143812504816023,0.25924995008835,0.124691585492319,-0.074302652759195,0.0656972200267653,-0.07700764455379,0.00152229760510223
"GB_GCA_024233865.1",0.191867185040928,-0.416773330446364,-0.195204552534968,-0.0724690510893136,-0.357550789478744,0.390280999524853,-0.623043808511106,-0.333155266629937,-0.563425402113541,0.265924191075007,-0.273593709969903,0.0292740862891852,0.369715192418356,-0.726448725284538,0.25924188042689,-0.0869764733318093,0.0646561823772574,-0.00243334823454841
"RS_GCF_004770155.1",0.0484086179478611,-0.414374252505143,-0.410245949178404,-0.0567275195145135,-0.44399140182758,0.395505582510308,-0.821949356635075,-0.334761308703647,-0.22567353431752,0.204738179700413,0.52895177897815,0.548722042375832,0.135071941193473,-0.27115033077404,0.0267797373595886,0.124347780412304,-0.036639160128438,0.00123195648488231
"RS_GCF_006874765.1",-0.262569814928642,-0.379413511626529,-0.30800315735255,0.0197356580210092,-0.396417293618771,0.400383164586307,-0.735344466566986,-0.255965908604421,-0.322052676471673,0.323430115317487,0.434093934583864,0.318099185588855,0.349619106134257,0.307215511076025,0.14290450999276,0.324677847033823,-0.0853154769320206,0.00318146949300775
"RS_GCF_900156205.1",-0.262569814928642,-0.379413511626529,-0.30800315735255,0.0197356580210092,-0.396417293618771,0.400383164586307,-0.735344466566986,-0.255965908604421,-0.322052676471673,0.323430115317487,0.434093934583864,0.318099185588855,0.349619106134257,0.307215511076025,0.14290450999276,0.324677847033823,-0.0853154769320206,0.00318146949300775
"RS_GCF_002812205.1",-0.356578328366209,-0.345149185815603,0.241476331768422,0.337860074705171,-0.152972424721251,0.275698400797689,-0.567595157596752,-0.0656337211384378,-0.849507940272111,-0.174731600273293,0.0971882577752164,0.1767512226465,0.343583976664021,0.0929157227581342,-0.0965804166312988,0.0180707382272511,-0.224438560911802,0.0025441574899958
"RS_GCF_000244755.1",0.630414741497016,-0.44891492462261,-0.0968613677330448,0.0938208511447135,-0.224204151044594,0.28220852002116,-0.650992870385304,-0.121136286494578,-0.957872150131053,-0.496922879225084,-0.47077532825817,0.378633236848141,0.158837237956431,-0.293938370659084,0.575911731865231,-0.315061845798229,-0.20295081569007,0.00305020098398293
"RS_GCF_004770895.1",0.812488404995659,-0.47417762763656,-0.49015927979412,0.246945395115532,-0.317193828564169,0.318384660836946,-0.83149276957455,-0.0771354236307703,-0.683844424104857,-0.484447499400488,-0.0151320580084795,0.518945855843117,0.174922020389051,-0.1018538729861,0.793001202042921,-0.0120602489631808,-0.253747806068398,0.00419564776337395
"RS_GCF_004769555.1",0.630414741497016,-0.44891492462261,-0.0968613677330448,0.0938208511447135,-0.224204151044594,0.28220852002116,-0.650992870385304,-0.121136286494578,-0.957872150131053,-0.496922879225084,-0.47077532825817,0.378633236848141,0.158837237956431,-0.293938370659084,0.575911731865231,-0.315061845798229,-0.20295081569007,0.00305020098398293
"RS_GCF_000332475.2",0.812488404995659,-0.47417762763656,-0.49015927979412,0.246945395115532,-0.317193828564169,0.318384660836946,-0.83149276957455,-0.0771354236307703,-0.683844424104857,-0.484447499400488,-0.0151320580084795,0.518945855843117,0.174922020389051,-0.1018538729861,0.793001202042921,-0.0120602489631808,-0.253747806068398,0.00419564776337395
"GB_GCA_002730875.1",0.388987874773796,-0.434849113771486,-0.67249437609416,-0.0461129998904051,1.00718022479934,0.253702851513367,-0.429544299358246,-0.117068686904978,0.761923539160962,0.0934685729117579,-0.0628182520784806,0.135612643506304,0.31151560123769,-0.524803655522276,0.476213658030314,0.26004609333123,-0.0286299660011668,-0.00180162656367191
"GB_GCA_020425925.1",0.154176584082215,-0.294693786738785,-0.369509317205172,0.168241667701518,-0.334501969710842,-0.65487574843904,-1.12061348862135,-1.28663736194738,-0.250638187805831,0.236839801210826,0.524521036028827,0.476699874767146,0.24178525412371,-0.160806526788286,0.0189946129890268,0.1223216180383,-0.0258442441851818,0.000716064314787672
"GB_GCA_022710345.1",-0.429596452193058,-0.346963888923751,0.00130284321040923,-0.26015737872172,1.15429307569846,0.191452734943249,-0.180845159035633,-0.127881054607077,0.455240812750436,0.126023737505044,-0.266417148024093,0.143812504816023,0.25924995008835,0.124691585492319,-0.074302652759195,0.0656972200267653,-0.07700764455379,0.00152229760510223
"GB_GCA_023261445.1",0.161852628820606,0.993196567185112,0.021668097735302,0.568591584534877,-1.60727596772759,-1.03346551073876,1.39125597053987,0.746016015131558,-0.126604498828943,-0.278602867245042,-0.075323467435041,-1.43523046128467,-1.44930657914138,-0.0455255119810116,0.587948201338524,0.234483631662437,-0.162461126254357,0.00971086067708163
"GB_GCA_021646405.1",0.358973318553473,0.97512078385999,-0.455621725823889,0.594947635733785,-0.24254495344951,-1.17004365875024,1.58475547969273,0.962102594856517,1.19874444244556,-0.451058485408292,0.135451990456382,-1.32889190406756,-1.50750617032205,0.15611955778125,0.804919978941948,0.581506198325476,-0.255747274632781,0.0103425823479581
"GB_GCA_021650915.1",0.586937226265222,0.962367681568567,-0.231984749619473,0.890755247684926,-0.220215924554234,-1.13005497012881,1.53614906397761,1.04828751088301,1.26655010663358,-0.255818479449901,0.081046624220835,-1.22033969544607,-1.60010086856511,0.299642392202271,0.742282917915711,0.548603001076304,0.237853295999977,0.0102829341380756
"RS_GCF_012958305.1",-0.251744751832179,1.01185672534331,0.0437430360930449,-0.0400403885161228,-1.7511820939348,-0.975908445596257,1.38560091182416,0.466076059864249,0.190547180715123,0.13342207732195,0.15284115782228,-1.05505978024562,-1.71008426576127,0.239903675501409,0.160792044539903,0.146411800543025,-0.0230394040236166,0.0117225838407423
"RS_GCF_007752535.1",0.1472988311054,0.985897607261668,0.0976818213270886,0.354745394603335,-1.64830101076566,-1.06929465064509,1.28624543153706,0.621613710094814,0.0334987850950351,-0.470956194061307,0.366436595657608,-0.825472267406027,-1.91458177773967,-0.360677456993563,0.0222718154603613,-0.0575237780500167,-0.164283161578142,0.0102812056089959
"GB_GCA_019748295.1",-0.356578328366209,-0.345149185815603,0.241476331768422,0.337860074705171,-0.152972424721251,0.275698400797689,-0.567595157596752,-0.0656337211384378,-0.849507940272111,-0.174731600273293,0.0971882577752164,0.1767512226465,0.343583976664021,0.0929157227581342,-0.0965804166312988,0.0180707382272511,-0.224438560911802,0.0025441574899958
